BoxOffice,DVD,Production,Website,actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,type,writer,year
$241.4M,4-Nov-14,Walt Disney Pictures,http://disney.com/Maleficent,"Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville",Nominated for 1 Oscar. Another 9 wins & 35 nominations.,"USA, UK",Robert Stromberg,"Action, Adventure, Family",tt1587310,7.1,"201,016",English,56,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal - an act that begins to turn her pure heart to stone. Bent on revenge, Maleficent faces a battle with the invading king's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and perhaps to Maleficent's true happiness as well.",http://ia.media-imdb.com/images/M/MV5BMTQ1NDk3NTk0MV5BMl5BanBnXkFtZTgwMTk3MDcxMzE@._V1_SX300.jpg,PG,30-May-14,97 min,Maleficent,"Angelina Jolie's magnetic performance outshines Maleficent's dazzling special effects; unfortunately, the movie around them fails to justify all that impressive effort.",96,rotten,49,5.7,195,99,71,3.8,173305,movie,"Linda Woolverton (screenplay), Charles Perrault (based on the story &quot;La Belle au bois dormant&quot; by), Erdman Penner (based on the motion picture &quot;Sleeping Beauty&quot;,  story adaptation by), Joe Rinaldi (based on the motion picture &quot;Sleeping Beauty&quot;,  screenplay by), Winston Hibler (based on the motion picture &quot;Sleeping Beauty&quot;,  screenplay by), Bill Peet (based on the motion picture &quot;Sleeping Beauty&quot;,  screenplay by), Ted Sears (based on the motion picture &quot;Sleeping Beauty&quot;,  screenplay by), Ralph Wright (based on the motion picture &quot;Sleeping Beauty&quot;,  screenplay by), Milt Banta (based on the motion picture &quot;Sleeping Beauty&quot;,  screenplay by)",2014
$0.3M,14-Apr-15,Focus Features,http://www.focusfeatures.com/maps_to_the_stars,"Julianne Moore, Mia Wasikowska, John Cusack, Evan Bird",Nominated for 1 Golden Globe. Another 6 wins & 12 nominations.,"Canada, Germany, France, USA",David Cronenberg,Drama,tt2172584,6.4,"17,960",English,67,"The Weiss family is the archetypical Hollywood dynasty: father Stafford is an analyst and coach, who has made a fortune with his self-help manuals; mother Cristina mostly looks after the career of their son Benjie, 13, a child star. One of Stafford's clients, Havana, is an actress who dreams of shooting a remake of the movie that made her mother, Clarice, a star in the 60s. Clarice is dead now and visions of her come to haunt Havana at night... Adding to the toxic mix, Benjie has just come off a rehab program he joined when he was 9 and his sister, Agatha, has recently been released from a sanatorium where she was treated for criminal pyromania and befriended a limo driver Jerome who is also an aspiring actor.",http://ia.media-imdb.com/images/M/MV5BMTY3MjQwNzYyNV5BMl5BanBnXkFtZTgwNTY3NDQ5MzE@._V1_SX300.jpg,R,27-Feb-15,111 min,Maps to the Stars,"Narratively unwieldy and tonally jumbled, Maps to the Stars still has enough bite to satisfy David Cronenberg fans in need of a coolly acidic fix.",81,fresh,62,6.3,131,50,50,3.1,8848,movie,Bruce Wagner (screenplay),2014
N/A,N/A,Yash Raj Films,N/A,"Rani Mukerji, Tahir Raj Bhasin, Gautam Babbar, Probir Dutt",2 wins & 11 nominations.,India,Pradeep Sarkar,"Action, Drama, Thriller",tt3495000,7.5,"5,191",Hindi,N/A,"Shivani Shivaji Roy (Rani Mukerji) is a senior inspector of the criminal branch in Mumbai. She lives with her husband, Dr. Bikram Roy (Jisshu Sengupta), and her little niece, Meera, of whom she is very protective. Clever at picking up hidden clues and fearless in confronting hardened criminals after wild chases, Shivani takes on a case that changes her life. A teenage girl, Pyari, who is like a daughter to her, is kidnapped by the trafficking mafia and smuggled out of the city. The mafia kingpin, Walt, calls Shivani and wants to know what she wants, so she will stop chasing them. Shivani asks Walt (Tahir Bhasin) to let Pyari free, but he won't let her free, because Pyari has seen too much. Shivani doesn't know the name of mafia kingpin and she says that she is going to catch him in 30 days. What follows is a cat and mouse game between a young, ruthless mafia kingpin and the police.",http://ia.media-imdb.com/images/M/MV5BMjI1MTA5MzM2MF5BMl5BanBnXkFtZTgwNjk2MDgwMjE@._V1_SX300.jpg,15,22-Aug-14,113 min,Mardaani,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65,3.5,289,movie,Gopi Puthran,2014
$0.6M,N/A,N/A,N/A,"Robin Das, Priyanka Chopra, Zachary Coffin, Darshan Kumaar",3 wins & 12 nominations.,India,Omung Kumar,"Biography, Drama, Sport",tt3001638,6.7,"5,692",Hindi,N/A,"A chronicle of the life of Indian boxer Mary Kom, who went through several hardships before audaciously accomplishing her ultimate dream.",http://ia.media-imdb.com/images/M/MV5BNjc0MjA0NzIzMF5BMl5BanBnXkFtZTgwMjg0MTQyMjE@._V1_SX300.jpg,12A,5-Sep-14,122 min,Mary Kom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61,3.5,313,movie,"Saiwyn Qadras (story), Ramendra Vasishth (dialogue), Karan Singh Rathore (dialogue)",2014
$36.4M,7-Oct-14,Walt Disney Pictures,N/A,"Jon Hamm, Pitobash, Suraj Sharma, Madhur Mittal",1 win & 2 nominations.,USA,Craig Gillespie,"Biography, Drama, Sport",tt1647668,7.1,"26,932","English, Hindi",56,"In 2008, J. B. Bernstein is a sports agent who finds his business being seriously outplayed by his deep-pocketed competitors. Inspired by reality shows and Indian cricket games on TV, Bernstein gets the bold idea of finding cricket players in India and training them to become pro baseball players in America. After a long search, Bernstein finds two talented, but non-cricket playing, youths, Rinku Singh and Dinesh Patel. Together, Berthstein takes his prospects to Los Angeles where they find mastering a new sport in a foreign land a daunting challenge. As these boys struggle amid an alien culture, Bernstein must find a way to make their dream come true. In doing, Bernstein finds a deeper humanity to his work with growing friendships he never expected to have.",http://ia.media-imdb.com/images/M/MV5BMjM1OTUwOTA0M15BMl5BanBnXkFtZTgwMTA0Nzk4MjE@._V1_SX300.jpg,PG,16-May-14,124 min,Million Dollar Arm,"Pleasant to a fault, Million Dollar Arm is a middle-of-the-plate pitch that coasts on Jon Hamm's considerable charm without adding any truly original curves to Disney's inspirational sports formula.",81,fresh,62,6,131,50,70,3.7,34978,movie,Thomas McCarthy (screenplay),2014
N/A,N/A,Universum Film Gmbh,N/A,"Iris Berben, Edgar Selge, Carmen-Maja Antoni, Bjorn von der Wellen",N/A,Germany,Sigrid Hoerner,Comedy,tt3478536,5.5,54,German,N/A,N/A,http://ia.media-imdb.com/images/M/MV5BMTQ5NzYwNDcyM15BMl5BanBnXkFtZTgwNzE2NjkzMzE@._V1_SX300.jpg,N/A,24-Apr-14,98 min,Miss Sixty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,movie,Jane Ainscough,2014
N/A,17-Jul-01,Paramount Pictures,N/A,"Faye Dunaway, Diana Scarwid, Steve Forrest, Howard Da Silva",8 wins & 7 nominations.,USA,Frank Perry,"Biography, Drama",tt0082766,6.6,"9,328",English,N/A,"Based on the book about Joan Crawford, one of the great Hollywood actresses of our time, written by her adopted daughter Christina Crawford. Joan decides to adopt children of her own to fill a void in her life. Yet, her problems with alcohol, men, and the pressures of show business get in the way of her personal life, turning her into a mentally abusive wreck seen through the eyes of Christina and her brother Christopher, who unwillingly bore the burden of life that was unseen behind the closed doors of &quot;The Most Beautiful House in Brentwood.&quot;",http://ia.media-imdb.com/images/M/MV5BMTczMDI5NDEwNl5BMl5BanBnXkFtZTcwNTc4NzIzMQ@@._V1_SX300.jpg,R,18-Sep-81,129 min,Mommie Dearest,"Director Frank Perry's campy melodrama certainly doesn't lack for conviction, and neither does Faye Dunaway's performance in the title role; unfortunately, it does lack enough narrative discipline to offer much more than guilty pleasure.",17,rotten,55,5.6,31,14,74,3.6,18709,movie,"Christina Crawford (book), Frank Yablans (screenplay), Frank Perry (screenplay), Tracy Hotchner (screenplay), Robert Getchell (screenplay)",1981
N/A,28-Apr-15,Lionsgate,http://mommythemovie.com/,"Anne Dorval, Suzanne Clement, Antoine-Olivier Pilon, Patrick Huard",45 wins & 49 nominations.,Canada,Xavier Dolan,Drama,tt3612616,8.2,"13,376","French, English",74,"Forty-six year old Diane Despres - &quot;Die&quot; - has been widowed for three years. Considered white trash by many, Die does whatever she needs, including strutting her body in front of male employers who will look, to make an honest living. That bread-winning ability is affected when she makes the decision to remove her only offspring, fifteen year old Steve Despres, from her previously imposed institutionalization, one step below juvenile detention. She institutionalized him shortly following her husband's death due to Steve's attention deficit hyperactivity disorder (ADHD) and his violent outbursts. He was just kicked out of the latest in a long line of facilities for setting fire to the cafeteria, in turn injuring another boy. She made this decision to deinstitutionalize him as she didn't like the alternative, sending him into more restrictive juvenile detention from which he would probably never be rehabilitated. However, with this deinstitutionalization, she has to take care of him which means only being able to do home based work. Despite they always yelling expletives at each other and Steve sometimes demonstrating those violent tendencies toward her, Die and Steve truly do love each other, his emotions which are sometimes manifested as an Oedipus complex especially as he seems to need her complete attention most specifically when it is being directed at possible male suitors. Their lives, both individually and as a family, are affected with the entrance of two of their neighbors. The first is Paul, a lawyer, who does have that sexual interest in Die as he tries to help Steve through his legal problems. The second and more important is Kyla, who lives across the street with her husband Patrick and their adolescent daughter, they who are in transit in their life to wherever Patrick's job will take them. Kyla is a high school teacher on sabbatical as she deals with her own emotional issues, which are manifested in stuttering whenever she feels incapable of dealing with her life. Kyla may find that she needs the Despres as much as they need her.",http://ia.media-imdb.com/images/M/MV5BMjE3NjMwMjc3N15BMl5BanBnXkFtZTgwNDk4MjA0MzE@._V1_SX300.jpg,R,8-Oct-14,139 min,Mommy,"As challenging as it is rewarding, Mommy finds writer-director Xavier Dolan taking another impressive step forward.",97,certified,90,7.9,108,11,91,4.3,4607,movie,Xavier Dolan,2014
$45.5M,16-Oct-12,Focus Features,http://www.moonrisekingdom.com/,"Bruce Willis, Edward Norton, Bill Murray, Frances McDormand",Nominated for 1 Oscar. Another 47 wins & 91 nominations.,USA,Wes Anderson,"Adventure, Comedy, Drama",tt1748122,7.8,"205,825",English,84,"Set on an island off the coast of New England in the 1960s, as a young boy and girl fall in love they are moved to run away together. Various factions of the town mobilize to search for them and the town is turned upside down -- which might not be such a bad thing.",http://ia.media-imdb.com/images/M/MV5BMTEwMTc3NDkzOTJeQTJeQWpwZ15BbWU3MDI4NTAwNzc@._V1_SX300.jpg,PG-13,29-Jun-12,94 min,Moonrise Kingdom,"Warm, whimsical, and poignant, the immaculately framed and beautifully acted Moonrise Kingdom presents writer/director Wes Anderson at his idiosyncratic best.",211,certified,94,8.2,225,14,86,4.1,134466,movie,"Wes Anderson, Roman Coppola",2012
N/A,30-Jun-98,MGM Home Entertainment,N/A,"Cher, Nicolas Cage, Vincent Gardenia, Olympia Dukakis",Won 3 Oscars. Another 17 wins & 16 nominations.,USA,Norman Jewison,"Comedy, Drama, Romance",tt0093565,7.1,"31,962","English, Italian",83,"Loretta Castorini, a Brooklyn bookkeeper in her late 30s whose husband died several years earlier in a bus accident, decides it's time to get married again. So she accepts the proposal of a nice, middle-aged fellow named Johnny Cammareri. Loretta is convinced her first marriage was cursed because she and her husband had gotten married at City Hall; this time, she's determined to do things right, even as she admits to her mother, Rose, that she's not really in love with Johnny. (To which Rose replies: &quot;Good. When you love them, they drive you crazy, 'cause they know they can.&quot; Rose speaks from rueful experience; she suspects, with good reason, that her husband, Cosmo, is cheating on her.) Loretta is convinced that marrying Johnny is the safe and sure thing to do - until she meets his estranged younger brother Ronny, who tends the ovens in a neighborhood bakery. Loretta discovers that in startling contrast to the pleasant, mild-mannered Johnny, Ronny is moody and passionate; what follow are complications worthy of a comic opera.",http://ia.media-imdb.com/images/M/MV5BMjIwMDY0NzYyMF5BMl5BanBnXkFtZTcwOTE5NDk0NA@@._V1_SX300.jpg,PG,15-Jan-88,102 min,Moonstruck,"Led by energetic performances from Nicolas Cage and Cher, Moonstruck is an exuberantly funny tribute to love and one of the decade's most appealing comedies.",46,certified,92,7.8,50,4,81,3.4,43981,movie,John Patrick Shanley,1987
$186.1M,29-Nov-05,20th Century Fox,http://www.mrandmrssmithmovie.com/,"Brad Pitt, Angelina Jolie, Vince Vaughn, Adam Brody",9 wins & 17 nominations.,USA,Doug Liman,"Action, Comedy, Crime",tt0356910,6.5,"294,580","English, Spanish",55,"John and Jane Smith are a normal married couple, living a normal life in a normal suburb, working normal jobs...well, if you can call secretly being assassins &quot;normal&quot;. But neither Jane nor John knows about their spouse's secret, until they are surprised to find each other as targets! But on their quest to kill each other, they learn a lot more about each other than they ever did in five (or six) years of marriage.",http://ia.media-imdb.com/images/M/MV5BMTUxMzcxNzQzOF5BMl5BanBnXkFtZTcwMzQxNjUyMw@@._V1_SX300.jpg,PG-13,10-Jun-05,120 min,Mr. & Mrs. Smith,"Although this action-romance suffers from weak writing and one too many explosions, the chemistry generated by onscreen couple Pitt and Jolie is palpable enough to make this a thoroughly enjoyable summer action flick.",122,rotten,59,6,207,85,58,3.4,33459205,movie,Simon Kinberg,2005
$4.0M,5-May-15,Sony Pictures Classics,http://sonyclassics.com/mrturner/,"Timothy Spall, Paul Jesson, Dorothy Atkinson, Marion Bailey",Nominated for 4 Oscars. Another 27 wins & 42 nominations.,"UK, France, Germany",Mike Leigh,"Biography, Drama, History",tt2473794,6.9,"10,104",English,94,"Mr. Turner explores the last quarter century of the great if eccentric British painter J.M.W. Turner (1775-1851). Profoundly affected by the death of his father, loved by a housekeeper he takes for granted and occasionally exploits sexually, he forms a close relationship with a seaside landlady with whom he eventually lives incognito in Chelsea, where he dies. Throughout this, he travels, paints, stays with the country aristocracy, visits brothels, is a popular if anarchic member of the Royal Academy of Arts, has himself strapped to the mast of a ship so that he can paint a snowstorm, and is both celebrated and reviled by the public and by royalty.",http://ia.media-imdb.com/images/M/MV5BMjUzNTg0MzM3NF5BMl5BanBnXkFtZTgwNDg3NTY5MjE@._V1_SX300.jpg,R,31-Oct-14,150 min,Mr. Turner,"Led by a masterful performance from Timothy Spall and brilliantly directed by Mike Leigh, Mr. Turner is a superior Hollywood biopic.",167,certified,98,8.4,171,4,60,3.3,13684,movie,Mike Leigh (screenplay),2014
